 Pixel        State             lon          lat     Crop    Fraction
492         Ribaue             38.05300  -14.99467  Maize    1.73057194
493         Ribaue             38.06230  -14.99470  Maize    0.03522455
494         Ribaue             38.07160  -14.99474  Maize    0.80947569
495         Ribaue             38.08090  -14.99478  Maize    0.00000000
496         Ribaue             38.09020  -14.99482  Maize    0.52459764
497         Ribaue             38.09950  -14.99485  Maize    0.08658999
498         Ribaue             38.16460  -14.99510  Maize    1.75937970
499         Ribaue             38.25761  -14.99542  Maize    0.24414658
500         Ribaue             38.29481  -14.99554  Maize    0.35489512
501         Ribaue             38.30411  -14.99557  Maize    0.89497798
502         Ribaue             38.32271  -14.99563  Maize    0.03822136
503         Ribaue             38.34131  -14.99568  Maize    0.14603576
504         Ribaue             38.35061  -14.99571  Maize    0.07961574
505         Ribaue             38.35992  -14.99574  Maize    0.00061534
506         Ribaue             38.47153  -14.99602  Maize    0.00218924
507         Ribaue             38.49943  -14.99608  Maize    0.18144480
508         Ribaue             37.78325  -15.00242  Maize    0.63701065
509         Ribaue             37.79255  -15.00247  Maize    0.41299087
510         Ribaue             37.82045  -15.00262  Maize    0.09876540
511         Ribaue             37.85765  -15.00281  Maize    0.04031974
512         Ribaue             37.89485  -15.00299  Maize    1.84025969
513         Ribaue             37.91345  -15.00308  Maize    0.11111098
514         Ribaue             37.93205  -15.00317  Maize    0.00094959
515         Ribaue             37.94135  -15.00321  Maize    0.13878090
516         Ribaue             37.95065  -15.00326  Maize    0.76349495
517         Ribaue             37.95995  -15.00330  Maize    0.84755749
518         Ribaue             37.96925  -15.00334  Maize    1.60184802
519         Ribaue             38.01576  -15.00355  Maize    0.72383798
520         Ribaue             38.02506  -15.00359  Maize    0.07178987
521         Ribaue             38.03436  -15.00363  Maize    0.01643753
522         Ribaue             38.04366  -15.00367  Maize    0.00042047
523         Ribaue             38.06226  -15.00374  Maize    0.44037536
524         Ribaue             38.07156  -15.00378  Maize    0.00133784
525         Ribaue             38.09016  -15.00386  Maize    0.00000000
526         Ribaue             38.10876  -15.00393  Maize    0.00000000
527         Ribaue             38.27618  -15.00453  Maize    0.00000226
528         Ribaue             38.29478  -15.00458  Maize    0.00071446
529         Ribaue             38.37849  -15.00483  Maize    1.63899659
530         Ribaue             38.38779  -15.00485  Maize    0.03458173
531         Ribaue             38.42500  -15.00495  Maize    1.69670013
532         Ribaue             37.76460  -15.01136  Maize    1.22478792
533         Ribaue             37.77390  -15.01141  Maize    1.83704813
534         Ribaue             37.78320  -15.01146  Maize    1.80886935
535         Ribaue             37.90411  -15.01208  Maize    0.00070934
536         Ribaue             37.93201  -15.01221  Maize    0.01044638
537         Ribaue             37.98781  -15.01247  Maize    0.28854238
538         Ribaue             37.99711  -15.01251  Maize    0.02253565
539         Ribaue             38.03432  -15.01267  Maize    0.00001178
540         Ribaue             38.05292  -15.01275  Maize    0.00058830
541         Ribaue             38.06222  -15.01278  Maize    0.05715281
542         Ribaue             38.07152  -15.01282  Maize    0.00904076
543         Ribaue             38.09012  -15.01290  Maize    0.02069798
544         Ribaue             38.16453  -15.01318  Maize    0.02853255
545         Ribaue             38.31335  -15.01368  Maize    0.00131463
546         Ribaue             38.35056  -15.01379  Maize    0.33487258
547         Ribaue             38.37847  -15.01387  Maize    1.54446192
548         Ribaue             38.42497  -15.01399  Maize    0.58628204
549         Ribaue             38.44358  -15.01404  Maize    0.25068261
550         Ribaue             38.61101  -15.01438  Maize    0.00000000
551         Ribaue             37.73665  -15.02025  Maize    0.11283412
552         Ribaue             37.74595  -15.02030  Maize    1.76505891
553         Ribaue             37.77385  -15.02045  Maize    0.65327497
554         Ribaue             37.82035  -15.02070  Maize    0.00013484
555         Ribaue             37.82965  -15.02075  Maize    0.01503699
556         Ribaue             37.84826  -15.02084  Maize    0.91000236
557         Ribaue             37.95987  -15.02138  Maize    1.04691475
558         Ribaue             38.00637  -15.02159  Maize    0.80318487
559         Ribaue             38.02497  -15.02167  Maize    0.00000003
560         Ribaue             38.03428  -15.02171  Maize    0.00000000
561         Ribaue             38.04358  -15.02175  Maize    0.35225523
562         Ribaue             38.05288  -15.02179  Maize    0.98980525
563         Ribaue             38.06218  -15.02182  Maize    1.49645512
564         Ribaue             38.07148  -15.02186  Maize    0.08655522
565         Ribaue             38.08078  -15.02190  Maize    0.53019721
566         Ribaue             38.09008  -15.02194  Maize    1.14331670
567         Ribaue             38.09938  -15.02197  Maize    0.00134929
568         Ribaue             38.17380  -15.02226  Maize    0.01763447
569         Ribaue             38.26682  -15.02258  Maize    0.09740627
570         Ribaue             38.28542  -15.02264  Maize    0.04171341
571         Ribaue             38.31332  -15.02272  Maize    0.00398499
572         Ribaue             38.32263  -15.02275  Maize    1.43945347
573         Ribaue             38.33193  -15.02278  Maize    0.01059134
574         Ribaue             38.35053  -15.02283  Maize    0.43918815
575         Ribaue             38.46216  -15.02312  Maize    0.00559910
576         Ribaue             38.48076  -15.02317  Maize    1.55482752
577         Ribaue             37.80170  -15.02964  Maize    0.00019962
578         Ribaue             37.82960  -15.02979  Maize    0.00000406
579         Ribaue             37.83891  -15.02983  Maize    1.46617386
580         Ribaue             37.84821  -15.02988  Maize    0.32492954
581         Ribaue             37.85751  -15.02993  Maize    0.02083097
582         Ribaue             37.86681  -15.02997  Maize    0.00099425
583         Ribaue             37.87611  -15.03002  Maize    0.00503306
584         Ribaue             37.95052  -15.03038  Maize    1.84344770
585         Ribaue             37.99703  -15.03059  Maize    0.01323824
586         Ribaue             38.00633  -15.03063  Maize    0.49590448
587         Ribaue             38.03423  -15.03075  Maize    0.27283881
588         Ribaue             38.04354  -15.03079  Maize    0.04438558
589         Ribaue             38.05284  -15.03083  Maize    0.59228625
590         Ribaue             38.06214  -15.03086  Maize    0.03668674
591         Ribaue             38.07144  -15.03090  Maize    0.19008939
592         Ribaue             38.08074  -15.03094  Maize    0.13869924
593         Ribaue             38.09005  -15.03098  Maize    1.27145009
594         Ribaue             38.10865  -15.03105  Maize    1.78375313
595         Ribaue             38.23888  -15.03152  Maize    0.00000000
596         Ribaue             38.28539  -15.03168  Maize    0.04855013
597         Ribaue             38.29469  -15.03171  Maize    1.16157429
598         Ribaue             38.36911  -15.03192  Maize    0.00225012
599         Ribaue             38.37841  -15.03195  Maize    1.51072951
600         Ribaue             38.39702  -15.03200  Maize    0.60551886
601         Ribaue             37.73654  -15.03833  Maize    0.05873529
602         Ribaue             37.86676  -15.03901  Maize    1.19577904
603         Ribaue             37.87606  -15.03906  Maize    0.00164943
604         Ribaue             38.02489  -15.03975  Maize    1.13988672
605         Ribaue             38.03419  -15.03979  Maize    0.15207633
606         Ribaue             38.04350  -15.03983  Maize    0.39789430
607         Ribaue             38.05280  -15.03987  Maize    0.73105990
608         Ribaue             38.06210  -15.03990  Maize    1.58288018
609         Ribaue             38.07140  -15.03994  Maize    1.84614651
610         Ribaue             38.08070  -15.03998  Maize    0.22102780
611         Ribaue             38.10861  -15.04009  Maize    1.43460794
612         Ribaue             38.38769  -15.04102  Maize    0.01112491
613         Ribaue             38.43420  -15.04114  Maize    0.30356045
614         Ribaue             38.44351  -15.04116  Maize    0.00060146
615         Ribaue             38.50863  -15.04131  Maize    0.00000000
616         Ribaue             37.79230  -15.04767  Maize    1.80585667
617         Ribaue             37.84811  -15.04796  Maize    0.05682103
618         Ribaue             37.87602  -15.04810  Maize    1.75151415
619         Ribaue             37.94113  -15.04841  Maize    1.71054625
620         Ribaue             37.97834  -15.04858  Maize    1.07826344
621         Ribaue             37.99694  -15.04867  Maize    0.02383315
622         Ribaue             38.01555  -15.04875  Maize    0.08784183
623         Ribaue             38.03415  -15.04883  Maize    0.00000000
624         Ribaue             38.04346  -15.04887  Maize    0.00000000
